			
Epoch #	Event	Start Time	Stop Time	Events [0]
1	SLEEP-S0	21:30:05.0	21:30:35.0	-1
2	SLEEP-S0	21:30:35.0	21:31:05.0	-1
3	SLEEP-S0	21:31:05.0	21:31:35.0	-1
4	SLEEP-S0	21:31:35.0	21:32:05.0	-1
5	SLEEP-S0	21:32:05.0	21:32:35.0	-1
6	SLEEP-S0	21:32:35.0	21:33:05.0	-1
7	SLEEP-S0	21:33:05.0	21:33:35.0	-1
8	SLEEP-S0	21:33:35.0	21:34:05.0	-1
9	SLEEP-S0	21:34:05.0	21:34:35.0	-1
10	SLEEP-S0	21:34:35.0	21:35:05.0	-1
11	SLEEP-S1	21:35:05.0	21:35:35.0	-1
12	SLEEP-S1	21:35:35.0	21:36:05.0	-1
13	SLEEP-S1	21:36:05.0	21:36:35.0	-1
14	SLEEP-S2	21:36:35.0	21:37:05.0	-1
15	SLEEP-S2	21:37:05.0	21:37:35.0	-1
16	SLEEP-S2	21:37:35.0	21:38:05.0	-1
17	SLEEP-S2	21:38:05.0	21:38:35.0	-1
18	SLEEP-S2	21:38:35.0	21:39:05.0	-1
19	SLEEP-S2	21:39:05.0	21:39:35.0	-1
20	SLEEP-S2	21:39:35.0	21:40:05.0	-1
21	SLEEP-S2	21:40:05.0	21:40:35.0	-1
22	SLEEP-S2	21:40:35.0	21:41:05.0	-1
23	SLEEP-S2	21:41:05.0	21:41:35.0	-1
24	SLEEP-S2	21:41:35.0	21:42:05.0	-1
25	SLEEP-S2	21:42:05.0	21:42:35.0	-1
26	SLEEP-S2	21:42:35.0	21:43:05.0	-1
27	SLEEP-S2	21:43:05.0	21:43:35.0	-1
28	SLEEP-S2	21:43:35.0	21:44:05.0	-1
29	SLEEP-S2	21:44:05.0	21:44:35.0	-1
30	SLEEP-S1	21:44:35.0	21:45:05.0	-1
31	SLEEP-S2	21:45:05.0	21:45:35.0	-1
32	SLEEP-S2	21:45:35.0	21:46:05.0	-1
33	SLEEP-S2	21:46:05.0	21:46:35.0	-1
34	SLEEP-S2	21:46:35.0	21:47:05.0	-1
35	SLEEP-S2	21:47:05.0	21:47:35.0	-1
36	SLEEP-S2	21:47:35.0	21:48:05.0	-1
37	SLEEP-S2	21:48:05.0	21:48:35.0	-1
38	SLEEP-S2	21:48:35.0	21:49:05.0	-1
39	SLEEP-S2	21:49:05.0	21:49:35.0	-1
40	SLEEP-S2	21:49:35.0	21:50:05.0	-1
41	SLEEP-S2	21:50:05.0	21:50:35.0	-1
42	SLEEP-S2	21:50:35.0	21:51:05.0	-1
43	SLEEP-S2	21:51:05.0	21:51:35.0	-1
44	SLEEP-S2	21:51:35.0	21:52:05.0	-1
45	SLEEP-S3	21:52:05.0	21:52:35.0	-1
46	SLEEP-S3	21:52:35.0	21:53:05.0	-1
47	SLEEP-S3	21:53:05.0	21:53:35.0	-1
48	SLEEP-S3	21:53:35.0	21:54:05.0	-1
49	SLEEP-S3	21:54:05.0	21:54:35.0	-1
50	SLEEP-S3	21:54:35.0	21:55:05.0	-1
51	SLEEP-S3	21:55:05.0	21:55:35.0	-1
52	SLEEP-S3	21:55:35.0	21:56:05.0	-1
53	SLEEP-S3	21:56:05.0	21:56:35.0	-1
54	SLEEP-S3	21:56:35.0	21:57:05.0	-1
55	SLEEP-S2	21:57:05.0	21:57:35.0	-1
56	SLEEP-S2	21:57:35.0	21:58:05.0	-1
57	SLEEP-S2	21:58:05.0	21:58:35.0	-1
58	SLEEP-S2	21:58:35.0	21:59:05.0	-1
59	SLEEP-S2	21:59:05.0	21:59:35.0	-1
60	SLEEP-S1	21:59:35.0	22:00:05.0	-1
61	SLEEP-S1	22:00:05.0	22:00:35.0	-1
62	SLEEP-S1	22:00:35.0	22:01:05.0	-1
63	SLEEP-S1	22:01:05.0	22:01:35.0	-1
64	SLEEP-S1	22:01:35.0	22:02:05.0	-1
65	SLEEP-S2	22:02:05.0	22:02:35.0	-1
66	SLEEP-S2	22:02:35.0	22:03:05.0	-1
67	SLEEP-S2	22:03:05.0	22:03:35.0	-1
68	SLEEP-S2	22:03:35.0	22:04:05.0	-1
69	SLEEP-S2	22:04:05.0	22:04:35.0	-1
70	SLEEP-S2	22:04:35.0	22:05:05.0	-1
71	SLEEP-S2	22:05:05.0	22:05:35.0	-1
72	SLEEP-S2	22:05:35.0	22:06:05.0	-1
73	SLEEP-S2	22:06:05.0	22:06:35.0	-1
74	SLEEP-S2	22:06:35.0	22:07:05.0	-1
75	SLEEP-S2	22:07:05.0	22:07:35.0	-1
76	SLEEP-S0	22:07:35.0	22:08:05.0	-1
77	SLEEP-S0	22:08:05.0	22:08:35.0	-1
78	SLEEP-S0	22:08:35.0	22:09:05.0	-1
79	SLEEP-S0	22:09:05.0	22:09:35.0	-1
80	SLEEP-S0	22:09:35.0	22:10:05.0	-1
81	SLEEP-S0	22:10:05.0	22:10:35.0	-1
82	SLEEP-S0	22:10:35.0	22:11:05.0	-1
83	SLEEP-S0	22:11:05.0	22:11:35.0	-1
84	SLEEP-S0	22:11:35.0	22:12:05.0	-1
85	SLEEP-S0	22:12:05.0	22:12:35.0	-1
86	SLEEP-S0	22:12:35.0	22:13:05.0	-1
87	SLEEP-S0	22:13:05.0	22:13:35.0	-1
88	SLEEP-S0	22:13:35.0	22:14:05.0	-1
89	SLEEP-S0	22:14:05.0	22:14:35.0	-1
90	SLEEP-S0	22:14:35.0	22:15:05.0	-1
91	SLEEP-S0	22:15:05.0	22:15:35.0	-1
92	SLEEP-S0	22:15:35.0	22:16:05.0	-1
93	SLEEP-S0	22:16:05.0	22:16:35.0	-1
94	SLEEP-S0	22:16:35.0	22:17:05.0	-1
95	SLEEP-S0	22:17:05.0	22:17:35.0	-1
96	SLEEP-S1	22:17:35.0	22:18:05.0	-1
97	SLEEP-S1	22:18:05.0	22:18:35.0	-1
98	SLEEP-S1	22:18:35.0	22:19:05.0	-1
99	SLEEP-S1	22:19:05.0	22:19:35.0	-1
100	SLEEP-S1	22:19:35.0	22:20:05.0	-1
101	SLEEP-S1	22:20:05.0	22:20:35.0	-1
102	SLEEP-S1	22:20:35.0	22:21:05.0	-1
103	SLEEP-S1	22:21:05.0	22:21:35.0	-1
104	SLEEP-S1	22:21:35.0	22:22:05.0	-1
105	SLEEP-S1	22:22:05.0	22:22:35.0	-1
106	SLEEP-S1	22:22:35.0	22:23:05.0	-1
107	SLEEP-S1	22:23:05.0	22:23:35.0	-1
108	SLEEP-S1	22:23:35.0	22:24:05.0	-1
109	SLEEP-S2	22:24:05.0	22:24:35.0	-1
110	SLEEP-S2	22:24:35.0	22:25:05.0	-1
111	SLEEP-S2	22:25:05.0	22:25:35.0	-1
112	SLEEP-S2	22:25:35.0	22:26:05.0	-1
113	SLEEP-S2	22:26:05.0	22:26:35.0	-1
114	SLEEP-S2	22:26:35.0	22:27:05.0	-1
115	SLEEP-S2	22:27:05.0	22:27:35.0	-1
116	SLEEP-S2	22:27:35.0	22:28:05.0	-1
117	SLEEP-S2	22:28:05.0	22:28:35.0	-1
118	SLEEP-S2	22:28:35.0	22:29:05.0	-1
119	SLEEP-S2	22:29:05.0	22:29:35.0	-1
120	SLEEP-S2	22:29:35.0	22:30:05.0	-1
121	SLEEP-S2	22:30:05.0	22:30:35.0	-1
122	SLEEP-S2	22:30:35.0	22:31:05.0	-1
123	SLEEP-S1	22:31:05.0	22:31:35.0	-1
124	SLEEP-S1	22:31:35.0	22:32:05.0	-1
125	SLEEP-S2	22:32:05.0	22:32:35.0	-1
126	SLEEP-S2	22:32:35.0	22:33:05.0	-1
127	SLEEP-S2	22:33:05.0	22:33:35.0	-1
128	SLEEP-S2	22:33:35.0	22:34:05.0	-1
129	SLEEP-S2	22:34:05.0	22:34:35.0	-1
130	SLEEP-S2	22:34:35.0	22:35:05.0	-1
131	SLEEP-S2	22:35:05.0	22:35:35.0	-1
132	SLEEP-S2	22:35:35.0	22:36:05.0	-1
133	SLEEP-S2	22:36:05.0	22:36:35.0	-1
134	SLEEP-S2	22:36:35.0	22:37:05.0	-1
135	SLEEP-S3	22:37:05.0	22:37:35.0	-1
136	SLEEP-S3	22:37:35.0	22:38:05.0	-1
137	SLEEP-S3	22:38:05.0	22:38:35.0	-1
138	SLEEP-S3	22:38:35.0	22:39:05.0	-1
139	SLEEP-S3	22:39:05.0	22:39:35.0	-1
140	SLEEP-S3	22:39:35.0	22:40:05.0	-1
